Pos,P+,Artist and Title,Days,Pk,(x?),Streams,Streams+,7Day,7Day+,Total,Artist,Title,Country
12,=,Osher Cohen - ככה וככה,249,2,(x40),"25,673","-3,268","162,424","+2,870","6,315,659",Osher Cohen,ככה וככה,Israel
13,+2,Ness - חרבו דרבו (w/ STILLA),88,1,(x24),"24,789",-745,"161,395","-2,167","3,934,271",Ness,חרבו דרבו (w/ STILLA),Israel
14,=,Osher Cohen - איפה אתה,2,14,,"24,689","-2,835","52,213","+24,689","52,213",Osher Cohen,איפה אתה,Israel
15,+1,יגל אושרי - לצאת מדיכאון,176,1,(x10),"24,629",-870,"161,508","-2,875","5,007,006",יגל אושרי,לצאת מדיכאון,Israel
16,+2,Jasmin Moallem - יחפים,796,4,,"22,264","-2,174","146,380",-223,"9,992,696",Jasmin Moallem,יחפים,Israel
17,-4,ששון איפרם שאולוב - הדם שלי (w/ Odeya),19,12,,"22,207","-5,332","152,795","+3,490","352,559",ששון איפרם שאולוב,הדם שלי (w/ Odeya),Israel
18,-1,ששון איפרם שאולוב - כשיגמר לכם הקיץ,124,10,,"21,870","-3,196","150,228",-553,"2,080,205",ששון איפרם שאולוב,כשיגמר לכם הקיץ,Israel
19,=,Peled - עזבת ת'בית (w/ Nastia Rod),184,4,,"21,549","-1,382","134,657","+1,434","3,515,304",Peled,עזבת ת'בית (w/ Nastia Rod),Israel
20,+3,ששון איפרם שאולוב - נתראה בגלגול הבא,94,15,,"19,498","-1,410","132,083",+529,"1,180,676",ששון איפרם שאולוב,נתראה בגלגול הבא,Israel
21,+9,Tuna - היי בייב,785,2,(x1),"19,451",+267,"113,290","+3,211","14,200,026",Tuna,היי בייב,Israel
22,+2,Hanan Ben Ari - עטלף עיוור,277,10,,"19,167","-1,514","118,443","+1,281","4,303,690",Hanan Ben Ari,עטלף עיוור,Israel
23,+9,Eyal Golan - עם ישראל חי,114,5,,"19,018",+393,"113,465",+975,"2,298,237",Eyal Golan,עם ישראל חי,Israel
24,-4,Tate McRae - greedy,148,3,(x1),"18,719","-3,274","132,844","+1,013","2,589,699",Tate McRae,greedy,Israel
25,+4,Ravid Plotnik - ‏שלווה בארמונותייך,668,15,,"18,066","-1,298","117,317","+1,752","5,379,283",Ravid Plotnik,‏שלווה בארמונותייך,Israel
26,-5,Doli & Penn - לאהוב אותך כל יום (w/ Eden Hason),268,1,(x23),"17,877","-3,926","125,859",-891,"7,292,811",Doli & Penn,לאהוב אותך כל יום (w/ Eden Hason),Israel
27,+6,Tuna - סהרה - Live (w/ Jasmin Moallem),603,1,(x18),"17,675",-871,"113,225",+22,"12,544,544",Tuna,סהרה - Live (w/ Jasmin Moallem),Israel
28,-1,Osher Cohen - תרקדי (7.10.23),101,9,,"17,116","-2,731","114,453",-325,"1,936,199",Osher Cohen,תרקדי (7.10.23),Israel
29,-4,Ravid Plotnik - נתראה בגלגול הבא,1127,19,,"16,945","-3,611","115,344","+1,002","7,538,247",Ravid Plotnik,נתראה בגלגול הבא,Israel
30,-8,Eden Hason - צוחקת ובוכה,11,19,,"16,856","-4,833","118,869","+1,783","174,895",Eden Hason,צוחקת ובוכה,Israel
1,=,"Geolier - I P’ ME, TU P’ TE",3,1,(x3),"2,051,401","+72,324","6,160,283","+2,051,401","6,160,283",Geolier,"I P’ ME, TU P’ TE",Italy
2,=,Mahmood - TUTA GOLD,3,2,(x2),"2,031,058","+207,159","5,401,701","+2,031,058","5,401,701",Mahmood,TUTA GOLD,Italy
3,=,Annalisa - Sinceramente,3,2,(x1),"1,548,290","+57,192","4,689,243","+1,548,290","4,689,243",Annalisa,Sinceramente,Italy
4,+1,Angelina Mango - La noia,3,4,,"1,445,992","+216,532","4,204,370","+1,445,992","4,204,370",Angelina Mango,La noia,Italy
5,-1,Irama - Tu No,3,4,,"1,310,374","+11,378","3,959,357","+1,310,374","3,959,357",Irama,Tu No,Italy
6,+2,Ghali - Casa Mia,3,6,,"997,529","+154,914","2,819,978","+997,529","2,819,978",Ghali,Casa Mia,Italy
7,-1,Gazzelle - Tutto Qui,3,6,,"986,647","+67,917","3,067,267","+986,647","3,067,267",Gazzelle,Tutto Qui,Italy
8,-1,The Kolors - UN RAGAZZO UNA RAGAZZA,3,7,,"923,849","+42,339","2,841,934","+923,849","2,841,934",The Kolors,UN RAGAZZO UNA RAGAZZA,Italy
9,+6,Rose Villain - CLICK BOOM!,3,9,,"810,524","+121,683","2,299,125","+810,524","2,299,125",Rose Villain,CLICK BOOM!,Italy
10,+7,Il Tre - FRAGILI,3,10,,"766,023","+162,504","2,144,438","+766,023","2,144,438",Il Tre,FRAGILI,Italy
11,+2,Dargen D'Amico - Onda Alta,3,11,,"763,969","+60,261","2,252,313","+763,969","2,252,313",Dargen D'Amico,Onda Alta,Italy
12,=,Emma - APNEA,3,10,,"761,645","+52,776","2,379,548","+761,645","2,379,548",Emma,APNEA,Italy
13,-4,Loredana Bertè - Pazza,3,9,,"759,400","+3,395","2,422,577","+759,400","2,422,577",Loredana Bertè,Pazza,Italy
14,-4,Mr.Rain - DUE ALTALENE,3,8,,"759,384","+19,174","2,481,640","+759,384","2,481,640",Mr.Rain,DUE ALTALENE,Italy
15,-1,LA SAD - AUTODISTRUTTIVO,3,14,,"736,150","+44,268","2,212,894","+736,150","2,212,894",LA SAD,AUTODISTRUTTIVO,Italy
16,-5,Alfa - Vai!,3,11,,"724,835","-3,216","2,312,039","+724,835","2,312,039",Alfa,Vai!,Italy
17,+1,CLARA - DIAMANTI GREZZI,3,17,,"641,130","+59,870","1,905,005","+641,130","1,905,005",CLARA,DIAMANTI GREZZI,Italy
18,-2,Alessandra Amoroso - Fino a qui,3,12,,"590,736","-64,054","2,121,357","+590,736","2,121,357",Alessandra Amoroso,Fino a qui,Italy
19,+3,bnkr44 - GOVERNO PUNK,3,19,,"498,599","+60,861","1,458,813","+498,599","1,458,813",bnkr44,GOVERNO PUNK,Italy
20,-1,Diodato - Ti muovi,3,19,,"462,643","-45,788","1,593,146","+462,643","1,593,146",Diodato,Ti muovi,Italy
21,-1,Negramaro - Ricominciamo tutto,3,19,,"438,078","-32,998","1,545,986","+438,078","1,545,986",Negramaro,Ricominciamo tutto,Italy
22,-1,sangiovanni - finiscimi,3,21,,"436,153","-16,730","1,435,961","+436,153","1,435,961",sangiovanni,finiscimi,Italy
23,+5,Ricchi E Poveri - Ma non tutta la vita,3,23,,"434,505","+70,040","1,220,596","+434,505","1,220,596",Ricchi E Poveri,Ma non tutta la vita,Italy
24,+1,SANTI FRANCESI - l'amore in bocca,3,24,,"420,792","+20,125","1,304,473","+420,792","1,304,473",SANTI FRANCESI,l'amore in bocca,Italy
25,-2,Fred De Palma - IL CIELO NON CI VUOLE,3,23,,"414,801","+6,994","1,334,079","+414,801","1,334,079",Fred De Palma,IL CIELO NON CI VUOLE,Italy
26,-2,Il Volo - Capolavoro,3,24,,"413,812","+10,997","1,262,732","+413,812","1,262,732",Il Volo,Capolavoro,Italy
27,=,Fiorella Mannoia - Mariposa,3,25,,"399,195","+13,533","1,238,989","+399,195","1,238,989",Fiorella Mannoia,Mariposa,Italy
28,-2,BigMama - La rabbia non ti basta,3,26,,"392,209",+449,"1,218,567","+392,209","1,218,567",BigMama,La rabbia non ti basta,Italy
29,=,Maninni - SPETTACOLARE,3,29,,"337,067","+35,104","1,000,760","+337,067","1,000,760",Maninni,SPETTACOLARE,Italy
30,+1,Sfera Ebbasta - Calcolatrici,85,1,(x22),"293,823",+302,"2,028,033","-28,858","34,083,017",Sfera Ebbasta,Calcolatrici,Italy
1,=,Creepy Nuts - Bling-Bang-Bang-Born,33,1,(x23),"594,035","-9,573","4,059,020","+57,386","13,133,974",Creepy Nuts,Bling-Bang-Bang-Born,Japan
2,=,tuki. - 晩餐歌,134,2,(x19),"322,983","-6,559","2,307,724","+5,280","25,894,235",tuki.,晩餐歌,Japan
3,=,YOASOBI - アイドル,305,1,(x157),"268,931","-8,261","1,874,742","+13,886","118,764,656",YOASOBI,アイドル,Japan
4,=,Mrs. GREEN APPLE - ナハトムジーク,25,3,(x2),"248,039","-11,553","1,795,641","-6,056","5,917,526",Mrs. GREEN APPLE,ナハトムジーク,Japan
5,+1,Mrs. GREEN APPLE - ケセラセラ,292,2,(x2),"238,328","-7,540","1,761,192","-4,612","55,554,741",Mrs. GREEN APPLE,ケセラセラ,Japan
6,-1,Ado - 唱,147,1,(x84),"237,904","-17,519","1,723,518","+1,667","46,244,765",Ado,唱,Japan
7,=,back number - 冬と春,17,7,,"214,827","-6,785","1,502,013","+18,948","3,485,281",back number,冬と春,Japan
8,=,King Gnu - SPECIALZ,163,1,(x19),"254,931","-7,867","1,833,959","-6,539","49,637,967",King Gnu,SPECIALZ,Japan
9,+1,Mrs. GREEN APPLE - ダンスホール,627,2,(x7),"198,826","-5,147","1,498,760","-13,883","122,736,731",Mrs. GREEN APPLE,ダンスホール,Japan
10,-1,Mrs. GREEN APPLE - Magic,243,4,,"195,173","-10,932","1,429,439","+1,346","49,198,999",Mrs. GREEN APPLE,Magic,Japan
11,=,Jung Kook - Seven (w/ Latto),211,1,(x15),"192,360","-8,381","1,361,102","+1,383","60,928,842",Jung Kook,Seven (w/ Latto),Japan
12,=,Mrs. GREEN APPLE - Soranji,480,10,,"189,022","-8,145","1,376,996",-120,"67,686,067",Mrs. GREEN APPLE,Soranji,Japan
13,=,Vaundy - 怪獣の花唄,1163,1,(x6),"188,910",-788,"1,391,262","-8,284","151,194,371",Vaundy,怪獣の花唄,Japan
14,=,Yorushika - 晴る,36,14,,"186,903","-1,821","1,270,461","+18,177","5,921,698",Yorushika,晴る,Japan
15,=,LE SSERAFIM - Perfect Night,106,6,,"176,923","-6,363","1,283,174","-2,231","20,491,496",LE SSERAFIM,Perfect Night,Japan
16,=,YOASOBI - 勇者,135,3,(x1),"173,151","-5,151","1,241,378",+904,"28,387,498",YOASOBI,勇者,Japan
17,=,OFFICIAL HIGE DANDISM - SOULSOUP,59,12,,"162,937","-7,186","1,167,466",+274,"10,392,090",OFFICIAL HIGE DANDISM,SOULSOUP,Japan
18,+1,Ryokuoushoku Shakai - 花になって - Be a flower,99,6,,"162,687","-2,979","1,132,433","+7,568","15,392,297",Ryokuoushoku Shakai,花になって - Be a flower,Japan
19,+1,Tatsuya Kitani - 青のすみか,219,2,(x3),"162,336",+221,"1,124,633","+4,415","49,906,289",Tatsuya Kitani,青のすみか,Japan
20,+1,乃紫 - 全方向美少女,36,20,,"159,963","-1,582","1,094,151","+16,956","4,050,883",乃紫,全方向美少女,Japan
21,-3,Vaundy - タイムパラドックス,34,18,,"158,673","-7,391","1,142,091",-470,"4,102,733",Vaundy,タイムパラドックス,Japan
22,+15,Omoinotake - 幾億光年,13,22,,"155,635","+21,261","784,071","+73,001","1,196,337",Omoinotake,幾億光年,Japan
23,-1,Fujii Kaze - 花,120,7,,"155,615",-27,"1,120,204","-4,993","22,943,677",Fujii Kaze,花,Japan
24,+1,Yorushika - ただ君に晴れ,1741,12,,"151,882",+289,"1,099,085","-4,596","121,113,450",Yorushika,ただ君に晴れ,Japan
25,+2,Mrs. GREEN APPLE - 春愁,1392,25,,"149,387",-158,"968,649","+43,073","52,896,612",Mrs. GREEN APPLE,春愁,Japan
26,-3,Mrs. GREEN APPLE - 青と夏,2035,5,,"148,947","-3,709","1,120,592",+165,"137,866,578",Mrs. GREEN APPLE,青と夏,Japan
27,-3,OFFICIAL HIGE DANDISM - Subtitle,487,1,(x161),"148,549","-3,155","1,079,551","-4,258","131,594,038",OFFICIAL HIGE DANDISM,Subtitle,Japan
28,-2,Hitsujibungaku - more than words,162,8,,"148,100","-1,763","1,039,054","+3,646","23,397,384",Hitsujibungaku,more than words,Japan
29,+1,Yuuri - ビリミリオン,387,4,,"142,574","-2,497","1,024,248","-1,430","60,859,525",Yuuri,ビリミリオン,Japan
30,+2,SEKAI NO OWARI - 最高到達点,146,17,,"141,794","-2,338","1,009,204","+5,181","20,342,430",SEKAI NO OWARI,最高到達点,Japan
1,=,"The Weeknd - One Of The Girls (w/ JENNIE, Lily-Rose Depp)",192,1,(x32),"15,861",-233,"108,955",+75,"1,398,806",The Weeknd,"One Of The Girls (w/ JENNIE, Lily-Rose Depp)",Kazakhstan
2,+1,Asik - Клятвы,29,2,(x1),"11,432",-147,"78,312",-328,"286,412",Asik,Клятвы,Kazakhstan
3,-1,Arctic Monkeys - I Wanna Be Yours,646,2,(x5),"11,384",-506,"81,820",-655,"3,682,776",Arctic Monkeys,I Wanna Be Yours,Kazakhstan
4,=,Ulukmanapo - Расстояние (w/ Bakr),634,1,(x85),"10,791",+92,"71,861",+160,"6,959,062",Ulukmanapo,Расстояние (w/ Bakr),Kazakhstan
5,+1,Bonapart - Алмата-Семей,574,2,(x10),"10,402",+880,"70,536",-257,"4,933,032",Bonapart,Алмата-Семей,Kazakhstan
6,+5,White Queen - Дорога домой,7,2,(x3),"10,008","+1,232","71,858",-669,"82,535",White Queen,Дорога домой,Kazakhstan
7,-2,"The Weeknd - Popular (w/ Playboi Carti, Madonna)",253,4,,"9,976",-248,"68,406",-628,"1,542,628",The Weeknd,"Popular (w/ Playboi Carti, Madonna)",Kazakhstan
8,=,LXNGVX - Montagem Mysterious Game,63,6,,"9,797",+633,"61,394",+792,"365,640",LXNGVX,Montagem Mysterious Game,Kazakhstan
9,=,Bakr - Вредина,561,3,(x9),"9,771",+785,"60,192","+1,378","4,957,105",Bakr,Вредина,Kazakhstan
10,=,Bakr - Привет,162,1,(x40),"9,091",+139,"65,149","-1,981","2,099,153",Bakr,Привет,Kazakhstan
11,-4,Mitski - My Love Mine All Mine,139,6,,"9,000",-378,"63,375",-355,"952,194",Mitski,My Love Mine All Mine,Kazakhstan
12,+3,Bakr - Очи,639,2,(x7),"8,436",+427,"58,469",-387,"4,849,188",Bakr,Очи,Kazakhstan
13,=,Jung Kook - Seven (w/ Latto),211,1,(x6),"8,348",+22,"60,056","-1,449","2,641,037",Jung Kook,Seven (w/ Latto),Kazakhstan
14,=,Lilithzplug - CLEARED - Remix,29,13,,"8,275",-37,"55,882",+304,"197,438",Lilithzplug,CLEARED - Remix,Kazakhstan
15,-3,KRBK - Крепче,290,12,,"8,239",-191,"55,964",-305,"1,591,179",KRBK,Крепче,Kazakhstan
16,+1,Bakr - Эталон красоты,540,1,(x18),"7,844",+531,"52,280",+40,"5,357,015",Bakr,Эталон красоты,Kazakhstan
17,+1,xxanteria - FUNKED UP - SLOWED (w/ isq),21,17,,"7,741",+566,"50,580",+162,"126,986",xxanteria,FUNKED UP - SLOWED (w/ isq),Kazakhstan
18,-2,21 Savage - redrum,29,6,,"7,506",-145,"52,652","-1,322","233,991",21 Savage,redrum,Kazakhstan
19,+3,Ицык Цыпер - Дымок (w/ Игорь Цыба),30,19,,"7,474",+864,"46,439",+634,"163,984",Ицык Цыпер,Дымок (w/ Игорь Цыба),Kazakhstan
20,=,Bakr - Сирень,652,1,(x26),"7,471",+523,"45,803",+801,"4,829,985",Bakr,Сирень,Kazakhstan
21,-2,V $ X V PRiNCE - Мурашки,559,2,(x4),"7,374",+246,"47,344",+561,"5,031,536",V $ X V PRiNCE,Мурашки,Kazakhstan
22,+7,Lida - ЧСВ (w/ СЕРЕГА ПИРАТ),8,22,,"7,147","+1,067","36,764","+3,163","40,748",Lida,ЧСВ (w/ СЕРЕГА ПИРАТ),Kazakhstan
23,=,The Weeknd - Starboy (w/ Daft Punk),609,20,,"6,970",+419,"46,405",+178,"2,639,629",The Weeknd,Starboy (w/ Daft Punk),Kazakhstan
24,-3,Skryptonite - Это любовь,720,10,,"6,837",+75,"49,877","-1,253","3,485,933",Skryptonite,Это любовь,Kazakhstan
25,-1,Irina Kairatovna - 5000,720,7,,"6,809",+425,"42,895",+511,"3,946,694",Irina Kairatovna,5000,Kazakhstan
26,=,5mewmet - Разноцветные таблетки,29,26,,"6,612",+470,"39,438","+1,623","128,991",5mewmet,Разноцветные таблетки,Kazakhstan
27,+4,S3BZS - MONTAGEM - PR FUNK,254,3,(x3),"6,518",+545,"41,657",+273,"1,831,497",S3BZS,MONTAGEM - PR FUNK,Kazakhstan
28,+8,"Memphis Cult - 9mm (w/ Groove Dealers, SPLYXER)",115,18,,"6,417",+718,"39,569",+317,"485,579",Memphis Cult,"9mm (w/ Groove Dealers, SPLYXER)",Kazakhstan
29,+4,V $ X V PRiNCE - Big City Life (w/ De Lacure),162,18,,"6,340",+454,"41,613",+212,"943,084",V $ X V PRiNCE,Big City Life (w/ De Lacure),Kazakhstan
30,+2,Darkhan Juzz - Sheker,351,5,,"6,300",+349,"42,293",-141,"2,358,347",Darkhan Juzz,Sheker,Kazakhstan
1,=,21 Savage - redrum,29,1,(x27),"7,329",+245,"45,613",+203,"186,453",21 Savage,redrum,Latvia
2,=,Rich Amiri - ONE CALL,39,2,(x9),"6,885",+543,"41,493",+791,"143,854",Rich Amiri,ONE CALL,Latvia
3,+3,Benson Boone - Beautiful Things,22,3,(x2),"5,812",+972,"34,522",+401,"87,765",Benson Boone,Beautiful Things,Latvia
4,-1,Tate McRae - greedy,148,2,(x35),"5,396",+76,"36,278",-616,"757,874",Tate McRae,greedy,Latvia
5,-1,Travis Scott - FE!N,196,1,(x2),"5,315",+81,"31,592",+986,"533,539",Travis Scott,FE!N,Latvia
6,-1,Flo Milli - Never Lose Me,38,4,,"5,035",+82,"32,868",-8,"140,914",Flo Milli,Never Lose Me,Latvia
7,+2,Kenya Grace - Strangers,162,1,(x52),"4,740",+288,"30,594",-195,"954,640",Kenya Grace,Strangers,Latvia
8,+3,"cassö - Prada (w/ RAYE, D-Block Europe)",178,3,(x1),"4,559",+400,"28,322",-271,"690,550",cassö,"Prada (w/ RAYE, D-Block Europe)",Latvia
9,+4,Ицык Цыпер - Дымок (w/ Игорь Цыба),39,8,,"4,483",+507,"27,132",+416,"105,721",Ицык Цыпер,Дымок (w/ Игорь Цыба),Latvia
10,-3,Jack Harlow - Lovin On Me,92,1,(x11),"4,482",-105,"31,074","-1,175","413,275",Jack Harlow,Lovin On Me,Latvia
11,-3,"The Weeknd - One Of The Girls (w/ JENNIE, Lily-Rose Depp)",107,4,,"4,404",-96,"31,186",-699,"303,681",The Weeknd,"One Of The Girls (w/ JENNIE, Lily-Rose Depp)",Latvia
12,-2,"The Weeknd - Popular (w/ Playboi Carti, Madonna)",251,3,(x4),"4,087",-139,"29,614",-988,"762,000",The Weeknd,"Popular (w/ Playboi Carti, Madonna)",Latvia
13,+2,"A$AP Rocky - I Smoked Away My Brain (I'm God x Demons Mashup) (w/ Imogen Heap, Clams Casino)",172,13,,"3,882",+77,"24,553",+212,"334,574",A$AP Rocky,"I Smoked Away My Brain (I'm God x Demons Mashup) (w/ Imogen Heap, Clams Casino)",Latvia
14,-2,Artemas - if u think i'm pretty,70,10,,"3,790",-204,"27,014",-21,"144,360",Artemas,if u think i'm pretty,Latvia
15,+1,Travis Scott - MY EYES,194,6,,"3,736",-30,"23,847",+328,"401,409",Travis Scott,MY EYES,Latvia
16,+3,Natasha Bedingfield - Unwritten,35,16,,"3,690",+276,"22,694",+126,"94,883",Natasha Bedingfield,Unwritten,Latvia
17,=,Teddy Swims - Lose Control,51,15,,"3,687",+91,"24,068",-24,"117,287",Teddy Swims,Lose Control,Latvia
18,=,David Kushner - Daylight,300,1,(x68),"3,495",-61,"23,392",-164,"1,422,296",David Kushner,Daylight,Latvia
19,+1,Drake - IDGAF (w/ Yeat),127,1,(x4),"3,482",+103,"22,469",-231,"533,857",Drake,IDGAF (w/ Yeat),Latvia
20,-6,Mitski - My Love Mine All Mine,145,6,,"3,461",-449,"25,503",-456,"466,279",Mitski,My Love Mine All Mine,Latvia
21,+3,Kanye West - Heartless,564,11,,"3,410",+184,"21,742",-123,"992,437",Kanye West,Heartless,Latvia
22,-1,Gunna - fukumean,232,1,(x10),"3,332",-37,"21,425",-230,"886,011",Gunna,fukumean,Latvia
23,=,Vance Joy - Riptide,1273,10,,"3,302",+34,"22,038",-299,"1,909,474",Vance Joy,Riptide,Latvia
24,+5,"Travis Scott - Nightcrawler (w/ Swae Lee, Chief Keef)",67,24,,"3,298",+279,"19,237",+561,"136,167",Travis Scott,"Nightcrawler (w/ Swae Lee, Chief Keef)",Latvia
25,-3,Sophie Ellis-Bextor - Murder On The Dancefloor,41,4,,"3,285",+16,"23,845","-1,013","138,141",Sophie Ellis,Bextor - Murder On The Dancefloor,Latvia
26,+1,"Ariana Grande - yes, and?",29,1,(x2),"3,160",+81,"21,432",-523,"119,727",Ariana Grande,"yes, and?",Latvia
27,+10,Miley Cyrus - Flowers,389,1,(x83),"3,131",+313,"16,708","+1,202","1,462,265",Miley Cyrus,Flowers,Latvia
28,NEW,"¥$ - Talking / Once Again (w/ Kanye West, Ty Dolla $ign, North West)",1,28,,"3,116",,"3,116","+3,116","3,116",¥$,"Talking / Once Again (w/ Kanye West, Ty Dolla $ign, North West)",Latvia
29,-1,Kanye West - Father Stretch My Hands Pt. 1,202,25,,"3,106",+36,"18,719",+282,"352,553",Kanye West,Father Stretch My Hands Pt. 1,Latvia
30,-5,Travis Scott - I KNOW ?,196,10,,"3,021",-145,"19,138",+14,"446,202",Travis Scott,I KNOW ?,Latvia
1,=,Silvester Belt - Luktelk,28,1,(x23),"12,720","+1,086","85,988","-3,108","335,087",Silvester Belt,Luktelk,Lithuania
2,+1,Jessica Shy - Apkabink,337,1,(x142),"11,475","+1,947","72,991","-2,385","3,625,662",Jessica Shy,Apkabink,Lithuania
3,-1,21 Savage - redrum,29,2,(x10),"10,303",+667,"59,948","+1,129","246,324",21 Savage,redrum,Lithuania
4,=,Proflame - BIZNIS,211,2,(x13),"9,451","+1,320","60,043","-2,176","1,351,966",Proflame,BIZNIS,Lithuania
5,=,Tate McRae - greedy,148,2,(x25),"7,785",+18,"50,388",-163,"1,049,119",Tate McRae,greedy,Lithuania
6,+1,Kenya Grace - Strangers,162,1,(x71),"7,256",+441,"44,613",+187,"1,476,322",Kenya Grace,Strangers,Lithuania
7,+1,Flo Milli - Never Lose Me,39,7,,"7,172",+506,"46,313",+46,"191,497",Flo Milli,Never Lose Me,Lithuania
8,+1,"cassö - Prada (w/ RAYE, D-Block Europe)",181,2,(x1),"7,151",+665,"42,957",-171,"1,188,780",cassö,"Prada (w/ RAYE, D-Block Europe)",Lithuania
9,+1,Rich Amiri - ONE CALL,33,9,,"7,132",+763,"40,975","+1,322","133,977",Rich Amiri,ONE CALL,Lithuania
10,-4,"The Weeknd - One Of The Girls (w/ JENNIE, Lily-Rose Depp)",112,5,,"7,099",-15,"48,673",-989,"486,612",The Weeknd,"One Of The Girls (w/ JENNIE, Lily-Rose Depp)",Lithuania
11,+4,Jessica Shy - Dėl Tavęs,387,1,(x4),"6,963","+1,101","44,891","-1,497","2,767,710",Jessica Shy,Dėl Tavęs,Lithuania
12,+2,Rokas Yan - Melodramos (w/ Evgenya Redko),128,6,,"6,872",+979,"42,427","-1,071","587,513",Rokas Yan,Melodramos (w/ Evgenya Redko),Lithuania
13,-1,Benson Boone - Beautiful Things,22,7,,"6,863",+850,"41,174","+1,136","98,997",Benson Boone,Beautiful Things,Lithuania
14,-3,Jack Harlow - Lovin On Me,92,2,(x3),"6,332",+144,"40,994",-691,"549,268",Jack Harlow,Lovin On Me,Lithuania
15,-2,Dua Lipa - Houdini,92,3,(x1),"6,259",+274,"38,434",+521,"410,553",Dua Lipa,Houdini,Lithuania
16,+10,Radvis - Kino filmai (w/ Biplan),22,13,,"6,032",+982,"32,829",+629,"109,838",Radvis,Kino filmai (w/ Biplan),Lithuania
17,+8,Furytto - Paskendę vyne,226,11,,"5,966",+848,"36,341",-252,"820,304",Furytto,Paskendę vyne,Lithuania
18,-2,Teddy Swims - Lose Control,80,16,,"5,859",+220,"36,202",+238,"236,762",Teddy Swims,Lose Control,Lithuania
19,+2,Sophie Ellis-Bextor - Murder On The Dancefloor,42,5,,"5,789",+493,"38,036",-767,"217,950",Sophie Ellis,Bextor - Murder On The Dancefloor,Lithuania
20,+2,Jessica Shy - Pasaka (w/ Elayork),337,4,,"5,763",+473,"38,239","-1,356","1,172,263",Jessica Shy,Pasaka (w/ Elayork),Lithuania
21,-1,Travis Scott - FE!N,192,4,,"5,735",+297,"33,585","+1,343","544,615",Travis Scott,FE!N,Lithuania
22,-4,"The Weeknd - Popular (w/ Playboi Carti, Madonna)",253,9,,"5,483",-43,"37,201",-791,"1,014,725",The Weeknd,"Popular (w/ Playboi Carti, Madonna)",Lithuania
23,-6,Artemas - if u think i'm pretty,97,14,,"5,378",-164,"37,602",+147,"260,402",Artemas,if u think i'm pretty,Lithuania
24,+6,"Jovani - Iš Lėto Leidžiasi Saulė (w/ Karališka Erdvė, Remis Retro)",232,2,(x11),"5,250","+1,089","30,643",-276,"1,459,225",Jovani,"Iš Lėto Leidžiasi Saulė (w/ Karališka Erdvė, Remis Retro)",Lithuania
25,+4,Jessica Shy - Šokam Lėtai,755,1,(x4),"5,249",+696,"35,753","-1,396","3,216,346",Jessica Shy,Šokam Lėtai,Lithuania
26,+2,Miley Cyrus - Flowers,392,1,(x57),"5,105",+314,"26,202","+2,253","2,617,631",Miley Cyrus,Flowers,Lithuania
27,-8,ba. - LAIKAI MANE,9,7,,"5,104",-340,"34,572","-2,596","49,407",ba.,LAIKAI MANE,Lithuania
28,-5,Mitski - My Love Mine All Mine,146,6,,"5,038",-246,"36,283",-408,"727,036",Mitski,My Love Mine All Mine,Lithuania
29,-5,"Ariana Grande - yes, and?",29,1,(x1),"5,033",-168,"34,940","-1,022","190,312",Ariana Grande,"yes, and?",Lithuania
30,-3,ba. - PAŽADAI,281,7,,"4,929",+56,"26,147",+735,"622,959",ba.,PAŽADAI,Lithuania
1,+1,iñigo quintero - Si No Estás,137,1,(x68),"3,929",+287,"25,131",-181,"630,447",iñigo quintero,Si No Estás,Luxembourg
2,+1,Teddy Swims - Lose Control,87,2,(x1),"3,901",+261,"24,145",+166,"194,209",Teddy Swims,Lose Control,Luxembourg
3,-2,Tate McRae - greedy,148,1,(x3),"3,816",+107,"25,459",-227,"520,405",Tate McRae,greedy,Luxembourg
4,=,"Jungeli - Petit génie (w/ Imen Es, Alonzo, Abou Debeing, Lossa)",159,3,(x5),"3,590",+482,"21,945",-92,"422,080",Jungeli,"Petit génie (w/ Imen Es, Alonzo, Abou Debeing, Lossa)",Luxembourg
5,+2,Benson Boone - Beautiful Things,22,4,,"3,330",+636,"19,499",+360,"47,216",Benson Boone,Beautiful Things,Luxembourg
6,-1,Dua Lipa - Houdini,92,3,(x1),"3,059",+228,"19,327",+128,"207,242",Dua Lipa,Houdini,Luxembourg
7,-1,Dadju - I love you (w/ Tayc),64,6,,"2,959",+149,"18,805",+57,"142,093",Dadju,I love you (w/ Tayc),Luxembourg
8,+1,Pierre Garnier - Ceux qu'on était (w/ Star Academy),3,8,,"2,920",+457,"7,844","+2,920","7,844",Pierre Garnier,Ceux qu'on était (w/ Star Academy),Luxembourg
9,+2,Soolking - Casanova (w/ Gazo),216,3,(x3),"2,680",+239,"16,570",-278,"510,225",Soolking,Casanova (w/ Gazo),Luxembourg
10,-2,Kenya Grace - Strangers,162,1,(x2),"2,603",+83,"16,713",-80,"450,483",Kenya Grace,Strangers,Luxembourg
11,+1,Ofenbach - Overdrive (w/ Norma Jean Martine),100,8,,"2,549",+156,"15,927",+57,"177,899",Ofenbach,Overdrive (w/ Norma Jean Martine),Luxembourg
12,+1,YG Marley - Praise Jah In The Moonlight,14,10,,"2,479",+163,"15,436",+573,"24,678",YG Marley,Praise Jah In The Moonlight,Luxembourg
13,+1,BENNETT - Vois sur ton chemin - Techno Mix,178,5,,"2,475",+267,"15,014",-85,"362,173",BENNETT,Vois sur ton chemin - Techno Mix,Luxembourg
